COUNTY,POP1990,MIDDLE1990,HS1990,COLLEGE1990,BACHELOR1990,GRADUATE1990,MIDDLE1990,HS1990,COLLEGE1990,BACHELOR1990,GRADUATE1990
Autauga ,20861,6252,14609,7938,3026,962,0.299698001,0.700301999,0.380518671,0.145055366,0.04611476
Baldwin ,64623,17309,47314,26770,10870,3791,0.267845813,0.732154187,0.414248797,0.168206366,0.058663324
Barbour ,15702,6965,8737,4479,1857,627,0.443574067,0.556425933,0.285250287,0.118265189,0.039931219
Bibb ,10065,4850,5215,1808,476,223,0.481867859,0.518132141,0.179632389,0.047292598,0.022155986
Blount ,25241,9960,15281,6518,1773,621,0.394596094,0.605403906,0.258230656,0.070242859,0.024602829
Bullock ,6727,3428,3299,1630,676,260,0.509588227,0.490411773,0.242307121,0.10049056,0.038650216
Butler ,13490,6374,7116,3189,1083,414,0.472498147,0.527501853,0.236397331,0.08028169,0.0306894
Calhoun ,72445,23633,48812,27101,10266,3682,0.326219891,0.673780109,0.374090689,0.141707502,0.050824764
Chambers ,23681,10833,12848,6099,2101,719,0.457455344,0.542544656,0.257548245,0.088720916,0.030361894
Cherokee ,12954,6030,6924,2832,866,373,0.465493284,0.534506716,0.218619731,0.066851938,0.028794195
Chilton ,20781,9023,11758,4988,1550,686,0.434194697,0.565805303,0.240026948,0.074587363,0.033010923
Choctaw ,9806,4482,5324,2254,836,324,0.457067102,0.542932898,0.22985927,0.085253926,0.033040995
Clarke ,16285,6471,9814,4369,1755,639,0.397359533,0.602640467,0.268283697,0.107767885,0.039238563
Clay ,8659,3999,4660,1968,628,276,0.46183162,0.53816838,0.227277977,0.072525696,0.03187435
Cleburne ,8101,4068,4033,1639,529,258,0.502160227,0.497839773,0.202320701,0.06530058,0.03184792
Coffee ,25974,8522,17452,10628,4274,1505,0.328097328,0.671902672,0.409178409,0.164549165,0.057942558
Colbert ,34311,11952,22359,11249,3956,1375,0.348343097,0.651656903,0.327854041,0.115298301,0.040074612
Conecuh ,8962,4242,4720,1793,574,202,0.473331846,0.526668154,0.200066949,0.064048204,0.022539612
Coosa ,7184,3315,3869,1466,456,181,0.461442094,0.538557906,0.204064588,0.063474388,0.025194878
Covington ,24090,10288,13802,6840,2198,738,0.427065172,0.572934828,0.283935243,0.091241179,0.030635118
Crenshaw ,8797,4286,4511,2067,740,209,0.487211549,0.512788451,0.234966466,0.084119586,0.023758099
Cullman ,43909,18093,25816,12287,3405,1307,0.412056754,0.587943246,0.279828737,0.077546744,0.029766107
Dale ,29258,7536,21722,13523,3948,1194,0.257570579,0.742429421,0.462198373,0.134937453,0.040809351
Dallas ,28420,11488,16932,8922,3474,1289,0.404222379,0.595777621,0.313933849,0.122237861,0.045355384
DeKalb ,35484,16665,18819,8049,2520,1064,0.469648292,0.530351708,0.22683463,0.071017924,0.029985346
Elmore ,31432,10518,20914,10726,4031,1543,0.334627132,0.665372868,0.341244591,0.128245101,0.049090099
Escambia ,22527,9037,13490,5649,1707,643,0.401163049,0.598836951,0.250765748,0.075775736,0.028543526
Etowah ,65672,23588,42084,21890,6689,2613,0.35917895,0.64082105,0.333323182,0.101854672,0.039788647
Fayette ,11672,5060,6612,2912,995,344,0.433516107,0.566483893,0.249485949,0.085246744,0.029472241
Franklin ,18292,8212,10080,4440,1269,498,0.448939427,0.551060573,0.242729062,0.06937459,0.027225016
Geneva ,15475,6896,8579,3655,1058,366,0.445621971,0.554378029,0.236187399,0.068368336,0.02365105
Greene ,5917,2734,3183,1456,618,216,0.462058476,0.537941524,0.246070644,0.10444482,0.036504986
Hale ,9244,4218,5026,2164,822,318,0.456295976,0.543704024,0.234097793,0.088922544,0.034400692
Henry ,9932,4121,5811,2940,817,286,0.414921466,0.585078534,0.296012888,0.082259364,0.028795812
Houston ,51154,16226,34928,19902,7696,2494,0.317199046,0.682800954,0.389060484,0.150447668,0.048754741
Jackson ,30847,12932,17915,8039,2471,1044,0.419230395,0.580769605,0.260608811,0.080105035,0.033844458
Jefferson ,425708,111325,314383,193990,84718,29164,0.261505539,0.738494461,0.455687936,0.199004952,0.068507052
Lamar ,10195,4802,5393,1952,631,174,0.471015204,0.528984796,0.191466405,0.061893085,0.01706719
Lauderdale ,51436,16520,34916,18331,8450,2835,0.32117583,0.67882417,0.356384633,0.164281826,0.055117039
Lawrence ,19498,8663,10835,3542,1211,383,0.44430198,0.55569802,0.181659657,0.062108934,0.01964304
Lee ,45484,12179,33305,21591,11500,5242,0.267764489,0.732235511,0.474694398,0.252836162,0.115249318
Limestone ,34872,12856,22016,11396,4811,1355,0.368662537,0.631337463,0.326795136,0.137961688,0.038856389
Lowndes ,6942,3007,3935,1736,566,213,0.433160472,0.566839528,0.250072025,0.0815327,0.0306828
Macon ,13759,5236,8523,5328,2476,1020,0.380550912,0.619449088,0.387237445,0.179954939,0.074133295
Madison ,152864,30211,122653,87410,46049,14602,0.19763319,0.80236681,0.57181547,0.301241627,0.095522818
Marengo ,14050,5425,8625,3785,1612,553,0.386120996,0.613879004,0.269395018,0.114733096,0.039359431
Marion ,19465,9728,9737,4153,1301,546,0.499768816,0.500231184,0.213357308,0.066837914,0.028050347
Marshall ,46678,17985,28693,15078,5359,1942,0.385299284,0.614700716,0.323021552,0.114807832,0.041604182
Mobile ,232254,69340,162914,87800,36078,11799,0.298552447,0.701447553,0.378034393,0.155338552,0.050802139
Monroe ,14228,5799,8429,3951,1538,445,0.40757661,0.59242339,0.277691875,0.108096711,0.031276356
Montgomery ,128365,31713,96652,63808,31075,11740,0.247053325,0.752946675,0.497082538,0.242083122,0.091457952
Morgan ,64715,19814,44901,25619,10019,3146,0.306173221,0.693826779,0.395874218,0.154817276,0.04861315
Perry ,7153,3507,3646,1710,825,363,0.490283797,0.509716203,0.239060534,0.115336223,0.050747938
Pickens ,12963,5682,7281,2816,859,306,0.438324462,0.561675538,0.217233665,0.066265525,0.023605647
Pike ,15717,6451,9266,4860,2242,852,0.410447286,0.589552714,0.309219317,0.142648088,0.054208818
Randolph ,12809,6363,6446,2768,992,382,0.496760091,0.503239909,0.216098056,0.077445546,0.029822781
Russell ,29672,12750,16922,7769,2437,716,0.429698032,0.570301968,0.261829334,0.082131302,0.024130493
St. Clair ,31921,12450,19471,8979,2708,993,0.390025375,0.609974625,0.28128818,0.084834435,0.031108048
Shelby ,61938,13507,48431,32547,17978,5417,0.218072912,0.781927088,0.52547709,0.290258,0.087458426
Sumter ,8954,4259,4695,2352,996,380,0.475653339,0.524346661,0.262675899,0.111235202,0.042439133
Talladega ,46091,18098,27993,13280,4704,1964,0.392658003,0.607341997,0.288125664,0.10205897,0.042611356
Tallapoosa ,25161,10611,14550,7363,2902,921,0.421724097,0.578275903,0.292635428,0.115337228,0.036604269
Tuscaloosa ,88962,27062,61900,37211,17782,8090,0.304197298,0.695802702,0.418279715,0.199883096,0.090937704
Walker ,44020,19350,24670,10590,3154,1351,0.439572921,0.560427079,0.240572467,0.07164925,0.030690595
Washington ,9960,4166,5794,2101,671,243,0.418273092,0.581726908,0.210943775,0.067369478,0.02439759
Wilcox ,7715,3771,3944,1896,798,258,0.488788075,0.511211925,0.245755023,0.103434867,0.033441348
Winston ,14446,7402,7044,2849,776,318,0.512390973,0.487609027,0.197217223,0.053717292,0.022013014
Aleutians East Borough,1531,514,1017,536,198,60,0.335728282,0.664271718,0.350097975,0.129327237,0.039190072
Aleutians West Census Area,5467,774,4693,2926,810,172,0.141576733,0.858423267,0.535211268,0.148161697,0.031461496
Anchorage Borough,136655,13139,123516,89012,36692,12998,0.096147232,0.903852768,0.651362921,0.26850097,0.095115437
Bethel Census Area,6854,2584,4270,2100,896,343,0.377006128,0.622993872,0.306390429,0.130726583,0.05004377
Bristol Bay Borough,889,91,798,570,168,74,0.102362205,0.897637795,0.641169854,0.188976378,0.083239595
Dillingham Census Area,2159,653,1506,819,330,111,0.30245484,0.69754516,0.379342288,0.152848541,0.051412691
Fairbanks North Star Borough,43288,4412,38876,26625,10929,4021,0.101922011,0.898077989,0.615066531,0.252471817,0.092889484
Haines Borough,1393,299,1094,717,245,59,0.214644652,0.785355348,0.514716439,0.175879397,0.04235463
Juneau Borough,16769,1701,15068,10931,5150,1963,0.101437176,0.898562824,0.651857594,0.307114318,0.117061244
Kenai Peninsula Borough,24423,3119,21304,12744,4374,1209,0.127707489,0.872292511,0.521803218,0.179093477,0.049502518
Ketchikan Gateway Borough,8551,1252,7299,4651,1731,562,0.146415624,0.853584376,0.543912993,0.202432464,0.065723307
Kodiak Island Borough,7788,1194,6594,4116,1674,482,0.153312789,0.846687211,0.528505393,0.214946071,0.061890087
Lake and Peninsula Borough,904,355,549,242,130,32,0.392699115,0.607300885,0.267699115,0.14380531,0.03539823
Matanuska-Susitna Borough,23440,2861,20579,12724,4232,1509,0.122056314,0.877943686,0.542832765,0.180546075,0.064377133
Nome Census Area,4351,1524,2827,1467,601,206,0.350264307,0.649735693,0.33716387,0.138129166,0.047345438
North Slope Borough,3183,1003,2180,1210,450,153,0.31511153,0.68488847,0.380144518,0.14137606,0.048067861
Northwest Arctic Borough,2844,1029,1815,833,339,115,0.361814346,0.638185654,0.292897328,0.119198312,0.040436006
Prince of Wales-Outer Ketchikan Census Area,3726,840,2886,1365,424,139,0.225442834,0.774557166,0.366344605,0.113794954,0.037305421
Sitka Borough,5225,678,4547,2941,1119,337,0.129760766,0.870239234,0.562870813,0.214162679,0.064497608
Skagway-Yakutat-Angoon Census Area,2655,550,2105,1145,420,128,0.207156309,0.792843691,0.43126177,0.15819209,0.048210923
Southeast Fairbanks Census Area,3298,466,2832,1710,625,215,0.141297756,0.858702244,0.518496058,0.189508793,0.065191025
Valdez-Cordova Census Area,6282,1013,5269,3263,1164,331,0.161254378,0.838745622,0.519420567,0.185291309,0.052690226
Wade Hampton Census Area,2494,1053,1441,635,255,114,0.422213312,0.577786688,0.254611067,0.102245389,0.045709703
Wrangell-Petersburg Census Area,4359,827,3532,2020,864,350,0.189722413,0.810277587,0.463409039,0.198210599,0.080293645
Yukon-Koyukuk Census Area,4901,1313,3588,1958,677,197,0.267904509,0.732095491,0.399510304,0.138135074,0.040195878
Apache ,29660,13449,16211,8640,2520,1073,0.453438975,0.546561025,0.291301416,0.084962913,0.036176669
Cochise ,61230,14876,46354,29997,9850,3753,0.242952801,0.757047199,0.489906908,0.160868855,0.061293484
Coconino ,50478,10580,39898,27902,12399,4604,0.20959626,0.79040374,0.552755656,0.24563176,0.091208051
Gila ,26996,8609,18387,9739,2615,1014,0.318899096,0.681100904,0.360757149,0.096866202,0.03756112
Graham ,14913,4833,10080,5942,1688,658,0.324079662,0.675920338,0.39844431,0.113189834,0.044122578
Greenlee ,4743,1224,3519,1485,492,223,0.258064516,0.741935484,0.313092979,0.103731815,0.047016656
La Paz ,8991,3330,5661,2825,767,288,0.37037037,0.62962963,0.314203092,0.08530753,0.032032032
Maricopa ,1344654,248814,1095840,753585,297573,96124,0.185039423,0.814960577,0.560430416,0.221300796,0.071486048
Mohave ,66039,17954,48085,25696,6804,2451,0.271869653,0.728130347,0.389103409,0.103030028,0.037114432
Navajo ,40768,14436,26332,14710,4075,1492,0.354101256,0.645898744,0.360822214,0.099955848,0.036597331
Pima ,424032,82657,341375,235467,98703,37957,0.194931043,0.805068957,0.555304788,0.232772527,0.089514471
Pinal ,71721,24763,46958,24736,5876,2199,0.345268471,0.654731529,0.344892012,0.081928584,0.030660476
Santa Cruz ,16650,7124,9526,5282,1799,677,0.427867868,0.572132132,0.317237237,0.108048048,0.040660661
Yavapai ,77278,16320,60958,38287,13690,4680,0.21118559,0.78881441,0.495445017,0.177152618,0.060560574
Yuma ,63024,22111,40913,24364,8022,3126,0.350834603,0.649165397,0.386582889,0.127284844,0.049600152
Arkansas ,14059,5465,8594,3660,1445,401,0.38871897,0.61128103,0.26033146,0.102781137,0.028522655
Ashley ,15222,5659,9563,3689,1422,444,0.371764551,0.628235449,0.242346604,0.093417422,0.029168309
Baxter ,23364,7491,15873,7566,2436,775,0.320621469,0.679378531,0.323831536,0.104262969,0.03317069
Benton ,64675,16315,48360,25239,9291,2948,0.252261307,0.747738693,0.390243525,0.143656745,0.045581755
Boone ,18765,6071,12694,5983,2000,567,0.323527844,0.676472156,0.318838263,0.106581402,0.030215827
